gene_id,PLB1K1,PLB1K2,PLB1K3,PLB1K-rmpA1,PLB1K-rmpA2,PLB1K-rmpA3
b4227,10.72718409850861,10.174142368700586,9.10186123566373,8.736516453527491,7.5105061814405225,9.69229242255521
b0655,10.599796891114424,10.393293298601154,9.829292847243106,8.248916378919652,7.4370270165202825,8.984021027375386
b3919,9.376323085561268,9.249995816227655,9.2708844279586,9.806125813333127,10.09889969829297,9.808313732126209
b0436,8.27930870128533,9.041075075421656,9.387568789743288,10.516503230067912,10.099740263411773,9.38645696528164
b0237,9.861366615645025,9.708737700071595,9.591274487338561,9.203871522452632,9.73795497590239,9.489204410560543
Novel00219,10.567048220464471,10.462096390174217,10.007736900306696,5.5446702181457095,7.8619411638981465,8.802362233919162
b0970,10.174837472899064,9.812421103642011,9.72114363398181,8.802364961341977,9.404187021122448,9.350109293941419
b3893,10.580390480665992,10.13625496648035,10.110793769006822,8.12803910417717,7.3958399197631906,8.746256861444627
b3115,7.442368614029848,8.122457376422016,7.292659368829999,4.800217131915607,11.6427376785104,9.65139140938157
b3461,9.650442548817953,9.614600301179985,9.668929347113142,9.048413093363454,9.665974914536514,9.680476896963091
b2871,10.28142334743742,9.981247298868873,10.412987300450718,3.1343844902995692,9.043616196139833,8.463934349276652
b2880,10.328750551163617,9.768742340822877,10.604848218531785,1.994655318434719,9.279080988972446,7.216380684222016
b3294,7.622231076559233,8.338575069413073,8.706407806145283,10.96286642533827,10.01111984284857,8.976290366383822
b3931,7.776353128144005,8.45731896936066,7.696237227792663,10.76134721535986,10.083724881278558,9.758607671678968
b2996,9.429836591755798,9.600679573674967,9.533884573373781,8.12028995055513,10.0181108484997,9.723038169480121
b1003,9.913455356432248,9.257816642668613,9.05229102559747,8.862335359226767,9.44307160568097,10.098836762395484
b1905,9.04171677810029,9.176130434646616,9.63715196640825,9.38771779095008,9.568767252423347,10.005826569127853
b0064,9.368535416211182,9.344736061524022,9.262008554592674,9.530155267825476,9.431164438563988,9.970776416390825
